source,degeneracy_id,formula,is_ring,used_in_objective,log_P_exist,P_exist,individual_loss,C#C,C-C,C-O,C=C,C=O
positive,C13H26O_001,C13H26O,False,True,-0.5670557400271787,0.567192946195511,0.18732194582292186,0,12,0,0,1
positive,C13H26O_002,C13H26O,True,True,-0.6395428728588775,0.5275335188226722,0.22322457583608626,0,12,2,0,0
positive,C13H26_001,C13H26,False,True,-0.5269919089109103,0.5903782127438552,0.16779000859491838,0,11,0,1,0
positive,C13H27O2_001,C13H27O2,False,True,-0.5953797723890765,0.551353137404556,0.20128400731673515,0,12,1,0,0
positive,C13H27O2_002,C13H27O2,False,True,-0.5953797723890765,0.551353137404556,0.20128400731673515,0,12,1,0,0
positive,C13H27O4_001,C13H27O4,False,True,-0.6395428728588775,0.5275335188226722,0.22322457583608626,0,12,2,0,0
positive,C13H27O_001,C13H27O,False,True,-0.5953797723890765,0.551353137404556,0.20128400731673515,0,12,1,0,0
positive,C13H27_001,C13H27,False,True,-0.5512166719192755,0.576248278600913,0.17956552138868945,0,12,0,0,0
positive,C13H28O2_001,C13H28O2,False,True,-0.5953797723890765,0.551353137404556,0.20128400731673515,0,12,1,0,0
positive,C13H28_001,C13H28,False,True,-0.5512166719192755,0.576248278600913,0.17956552138868945,0,12,0,0,0
positive,C14H27O_001,C14H27O,False,True,-0.6129904626871184,0.5417284257117959,0.21001283580058897,0,13,0,0,1
positive,C14H27_001,C14H27,False,True,-0.5729266315708499,0.563872773646993,0.19020695756636705,0,12,0,1,0
positive,C14H28O3_001,C14H28O3,False,True,-0.6571535631569194,0.518324614977785,0.23201117653629902,0,13,1,0,1
positive,C14H28O_001,C14H28O,False,True,-0.6129904626871184,0.5417284257117959,0.21001283580058897,0,13,0,0,1
positive,C14H28O_002,C14H28O,True,True,-0.6854775955188172,0.5038495358218051,0.24616528310423821,0,13,2,0,0
positive,C14H28_001,C14H28,False,True,-0.5729266315708499,0.563872773646993,0.19020695756636705,0,12,0,1,0
positive,C14H29O2_001,C14H29O2,False,True,-0.6413144950490162,0.5265997561162786,0.22410779090916688,0,13,1,0,0
positive,C14H29O2_002,C14H29O2,False,True,-0.6413144950490162,0.5265997561162786,0.22410779090916688,0,13,1,0,0
positive,C14H29O4_001,C14H29O4,False,True,-0.6854775955188172,0.5038495358218051,0.24616528310423821,0,13,2,0,0
positive,C14H29O_001,C14H29O,False,True,-0.6413144950490162,0.5265997561162786,0.22410779090916688,0,13,1,0,0
positive,C14H29_001,C14H29,False,True,-0.5971513945792152,0.5503772126919226,0.20216065086668458,0,13,0,0,0
positive,C14H30O2_001,C14H30O2,False,True,-0.6413144950490162,0.5265997561162786,0.22410779090916688,0,13,1,0,0
positive,C14H30_001,C14H30,False,True,-0.5971513945792152,0.5503772126919226,0.20216065086668458,0,13,0,0,0
positive,C15H29O_001,C15H29O,False,True,-0.658925185347058,0.5174071525265797,0.23289585643250396,0,14,0,0,1
positive,C15H29_001,C15H29,False,True,-0.6188613542307896,0.538557314611306,0.21292935189872927,0,13,0,1,0
positive,C15H30O3_001,C15H30O3,False,True,-0.703088285816859,0.49505407209842095,0.2549703901043867,0,14,1,0,1
positive,C15H30O_001,C15H30O,False,True,-0.658925185347058,0.5174071525265797,0.23289585643250396,0,14,0,0,1
positive,C15H30O_002,C15H30O,True,True,-0.7314123181787567,0.48122886165491935,0.26912349397985075,0,14,2,0,0
positive,C15H30_001,C15H30,False,True,-0.6188613542307896,0.538557314611306,0.21292935189872927,0,13,0,1,0
positive,C15H31O2_001,C15H31O2,False,True,-0.6872492177089558,0.5029576950393766,0.24705105292056936,0,14,1,0,0
positive,C15H31O2_002,C15H31O2,False,True,-0.6872492177089558,0.5029576950393766,0.24705105292056936,0,14,1,0,0
positive,C15H31O4_001,C15H31O4,False,True,-0.7314123181787567,0.48122886165491935,0.26912349397985075,0,14,2,0,0
positive,C15H31O_001,C15H31O,False,True,-0.6872492177089558,0.5029576950393766,0.24705105292056936,0,14,1,0,0
positive,C15H31_001,C15H31,False,True,-0.6430861172391548,0.5256676462201062,0.22499118184237432,0,14,0,0,0
positive,C15H32O2_001,C15H32O2,False,True,-0.6872492177089558,0.5029576950393766,0.24705105292056936,0,14,1,0,0
positive,C15H32_001,C15H32,False,True,-0.6430861172391548,0.5256676462201062,0.22499118184237432,0,14,0,0,0
positive,C16H31_001,C16H31,False,True,-0.6647960768907292,0.5143784106570828,0.23582832803594092,0,14,0,1,0
positive,C16H32O3_001,C16H32O3,False,True,-0.7490230084767987,0.4728282763721966,0.27791002619270916,0,15,1,0,1
positive,C16H32O_001,C16H32O,True,True,-0.7773470408386964,0.4596237583348535,0.29200648255614886,0,15,2,0,0
positive,C16H32_001,C16H32,False,True,-0.6647960768907292,0.5143784106570828,0.23582832803594092,0,14,0,1,0
positive,C16H33O2_001,C16H33O2,False,True,-0.7331839403688954,0.4803770606826201,0.27000799906483347,0,15,1,0,0
positive,C16H33O2_002,C16H33O2,False,True,-0.7331839403688954,0.4803770606826201,0.27000799906483347,0,15,1,0,0
positive,C16H33O4_001,C16H33O4,False,True,-0.7773470408386964,0.4596237583348535,0.29200648255614886,0,15,2,0,0
positive,C16H33O_001,C16H33O,False,True,-0.7331839403688954,0.4803770606826201,0.27000799906483347,0,15,1,0,0
positive,C16H33_001,C16H33,False,True,-0.6890208398990945,0.5020674328631085,0.24793684141553496,0,15,0,0,0
positive,C16H34O2_001,C16H34O2,False,True,-0.7331839403688954,0.4803770606826201,0.27000799906483347,0,15,1,0,0
positive,C16H34_001,C16H34,False,True,-0.6890208398990945,0.5020674328631085,0.24793684141553496,0,15,0,0,0
positive,C2H2O_001,C2H2O,False,True,-0.03754902775947766,0.963147195614186,0.0013581291910990682,0,0,0,1,1
positive,C2H2_001,C2H2,False,True,-0.012676001701935035,0.9874040004152047,0.00015865920554016316,1,0,0,0,0
positive,C2H3O2_001,C2H3O2,False,True,-0.10593689123764388,0.8994814114434108,0.010103986645408873,0,1,1,0,1
positive,C2H3O3_001,C2H3O3,False,True,-0.10593689123764388,0.8994814114434108,0.010103986645408873,0,1,1,0,1
positive,C2H3O_001,C2H3O,False,True,-0.06587306012137537,0.9362497041725093,0.004064100218092578,0,0,1,1,0
positive,C2H3O_002,C2H3O,False,True,-0.06177379076784291,0.9400955210262344,0.003588546601118326,0,1,0,0,1
positive,C2H3_001,C2H3,False,True,-0.021709959651574382,0.9785240053402557,0.0004612183466253639,0,0,0,1,0
positive,C2H4O3_001,C2H4O3,False,True,-0.10593689123764388,0.8994814114434108,0.010103986645408873,0,1,1,0,1
positive,C2H4O_001,C2H4O,False,True,-0.06177379076784291,0.9400955210262344,0.003588546601118326,0,1,0,0,1
positive,C2H4O_002,C2H4O,True,True,-0.1342609235995416,0.8743618931845029,0.01578493388418227,0,1,2,0,0
positive,C2H4_001,C2H4,False,True,-0.021709959651574382,0.9785240053402557,0.0004612183466253639,0,0,0,1,0
positive,C2H5O2_001,C2H5O2,False,True,-0.0900978231297406,0.9138417860350453,0.007423237833630917,0,1,1,0,0
positive,C2H5O2_002,C2H5O2,False,True,-0.0900978231297406,0.9138417860350453,0.007423237833630917,0,1,1,0,0
positive,C2H5O3_001,C2H5O3,False,True,-0.0900978231297406,0.9138417860350453,0.007423237833630917,0,1,1,0,0
positive,C2H5O4_001,C2H5O4,False,True,-0.0900978231297406,0.9138417860350453,0.007423237833630917,0,1,1,0,0
positive,C2H5O_001,C2H5O,False,True,-0.0900978231297406,0.9138417860350453,0.007423237833630917,0,1,1,0,0
positive,C2H5O_002,C2H5O,False,True,-0.0900978231297406,0.9138417860350453,0.007423237833630917,0,1,1,0,0
positive,C2H5_001,C2H5,False,True,-0.04593472265993963,0.9551043068244762,0.002015623265710772,0,1,0,0,0
positive,C2H6O2_001,C2H6O2,False,True,-0.0900978231297406,0.9138417860350453,0.007423237833630917,0,1,1,0,0
positive,C2H6O_001,C2H6O,False,True,-0.0900978231297406,0.9138417860350453,0.007423237833630917,0,1,1,0,0
positive,C2H6_001,C2H6,False,True,-0.04593472265993963,0.9551043068244762,0.002015623265710772,0,1,0,0,0
positive,C2HO_001,C2HO,False,True,-0.03754902775947766,0.963147195614186,0.0013581291910990682,0,0,0,1,1
positive,C2H_001,C2H,False,True,-0.012676001701935035,0.9874040004152047,0.00015865920554016316,1,0,0,0,0
positive,C3H2_001,C3H2,False,True,-0.09186944531987926,0.9122242369146634,0.007704584585213145,0,2,0,0,0
positive,C3H3O_001,C3H3O,False,True,-0.08348375041941729,0.9199060346370254,0.006415043287565382,0,1,0,1,1
positive,C3H3_001,C3H3,False,True,-0.09186944531987926,0.9122242369146634,0.007704584585213145,0,2,0,0,0
positive,C3H4O_001,C3H4O,False,True,-0.08348375041941729,0.9199060346370254,0.006415043287565382,0,1,0,1,1
positive,C3H4_001,C3H4,False,True,-0.043419919303148764,0.9575092290271368,0.0018054656178683177,0,0,0,2,0
positive,C3H4_002,C3H4,False,True,-0.058610724361874665,0.943073813372279,0.0032405907239741183,1,1,0,0,0
positive,C3H5O2_001,C3H5O2,False,True,-0.10770851342778254,0.8978892809585564,0.010426598943160642,0,2,0,0,1
positive,C3H5O3_001,C3H5O3,False,True,-0.15187161389758352,0.8590985699781604,0.019853212982199372,0,2,1,0,1
positive,C3H5O_001,C3H5O,False,True,-0.11180778278131498,0.8942161247183055,0.011190228269613103,0,1,1,1,0
positive,C3H5O_002,C3H5O,False,True,-0.11180778278131498,0.8942161247183055,0.011190228269613103,0,1,1,1,0
positive,C3H5O_003,C3H5O,False,True,-0.10770851342778254,0.8978892809585564,0.010426598943160642,0,2,0,0,1
positive,C3H5_001,C3H5,False,True,-0.067644682311514,0.9345924918316151,0.00427814212479734,0,1,0,1,0
positive,C3H6O3_001,C3H6O3,False,True,-0.15187161389758352,0.8590985699781604,0.019853212982199372,0,2,1,0,1
positive,C3H6O_001,C3H6O,False,True,-0.11180778278131498,0.8942161247183055,0.011190228269613103,0,1,1,1,0
positive,C3H6O_002,C3H6O,False,True,-0.10770851342778254,0.8978892809585564,0.010426598943160642,0,2,0,0,1
positive,C3H6O_003,C3H6O,True,True,-0.1801956462594812,0.8351068099037214,0.02718976414012746,0,2,2,0,0
positive,C3H6_001,C3H6,False,True,-0.067644682311514,0.9345924918316151,0.00427814212479734,0,1,0,1,0
positive,C3H7O2_001,C3H7O2,False,True,-0.13603254578968024,0.8728142255982433,0.016176221210174552,0,2,1,0,0
positive,C3H7O2_002,C3H7O2,False,True,-0.13603254578968024,0.8728142255982433,0.016176221210174552,0,2,1,0,0
positive,C3H7O3_001,C3H7O3,False,True,-0.13603254578968024,0.8728142255982433,0.016176221210174552,0,2,1,0,0
positive,C3H7O4_001,C3H7O4,False,True,-0.1801956462594812,0.8351068099037214,0.02718976414012746,0,2,2,0,0
positive,C3H7O_001,C3H7O,False,True,-0.13603254578968024,0.8728142255982433,0.016176221210174552,0,2,1,0,0
positive,C3H7O_002,C3H7O,False,True,-0.13603254578968024,0.8728142255982433,0.016176221210174552,0,2,1,0,0
positive,C3H7_001,C3H7,False,True,-0.09186944531987926,0.9122242369146634,0.007704584585213145,0,2,0,0,0
positive,C3H8O2_001,C3H8O2,False,True,-0.13603254578968024,0.8728142255982433,0.016176221210174552,0,2,1,0,0
positive,C3H8_001,C3H8,False,True,-0.09186944531987926,0.9122242369146634,0.007704584585213145,0,2,0,0,0
positive,C4H10O2_001,C4H10O2,False,True,-0.18196726844961986,0.8336286259265522,0.027679434111087104,0,3,1,0,0
positive,C4H10_001,C4H10,False,True,-0.13780416797981887,0.8712692974668663,0.01657159377467415,0,3,0,0,0
positive,C4H5O_001,C4H5O,False,True,-0.12941847307935692,0.8786062155556488,0.01473645090172161,0,2,0,1,1
positive,C4H6O_001,C4H6O,False,True,-0.12941847307935692,0.8786062155556488,0.01473645090172161,0,2,0,1,1
positive,C4H6_001,C4H6,False,True,-0.0893546419630884,0.9145211884680021,0.0073066272209228135,0,1,0,2,0
positive,C4H7O2_001,C4H7O2,False,True,-0.15364323608772215,0.8575779192950495,0.020284049072327448,0,3,0,0,1
positive,C4H7O3_001,C4H7O3,False,True,-0.19780633655752314,0.8205287441728898,0.03220993166816004,0,3,1,0,1
positive,C4H7O3_002,C4H7O3,False,True,-0.19780633655752314,0.8205287441728898,0.03220993166816004,0,3,1,0,1
positive,C4H7O_001,C4H7O,False,True,-0.15774250544125462,0.8540696719503466,0.02129566064467947,0,2,1,1,0
positive,C4H7O_002,C4H7O,False,True,-0.15774250544125462,0.8540696719503466,0.02129566064467947,0,2,1,1,0
positive,C4H7O_003,C4H7O,False,True,-0.15364323608772215,0.8575779192950495,0.020284049072327448,0,3,0,0,1
positive,C4H7_001,C4H7,False,True,-0.11357940497145363,0.8926333140741947,0.011527605246690525,0,2,0,1,0
positive,C4H8O2_001,C4H8O2,False,True,-0.15774250544125462,0.8540696719503466,0.02129566064467947,0,2,1,1,0
positive,C4H8O2_002,C4H8O2,False,True,-0.15364323608772215,0.8575779192950495,0.020284049072327448,0,3,0,0,1
positive,C4H8O3_001,C4H8O3,False,True,-0.19780633655752314,0.8205287441728898,0.03220993166816004,0,3,1,0,1
positive,C4H8O4_001,C4H8O4,False,True,-0.20190560591105558,0.817172060513913,0.03342605545672829,0,2,2,1,0
positive,C4H8O_001,C4H8O,False,True,-0.15774250544125462,0.8540696719503466,0.02129566064467947,0,2,1,1,0
positive,C4H8O_002,C4H8O,False,True,-0.15364323608772215,0.8575779192950495,0.020284049072327448,0,3,0,0,1
positive,C4H8O_003,C4H8O,True,True,-0.22613036891942084,0.7976141107974936,0.04096004814828921,0,3,2,0,0
positive,C4H8_001,C4H8,False,True,-0.11357940497145363,0.8926333140741947,0.011527605246690525,0,2,0,1,0
positive,C4H9O2_001,C4H9O2,False,True,-0.18196726844961986,0.8336286259265522,0.027679434111087104,0,3,1,0,0
positive,C4H9O2_002,C4H9O2,False,True,-0.18196726844961986,0.8336286259265522,0.027679434111087104,0,3,1,0,0
positive,C4H9O3_001,C4H9O3,False,True,-0.18196726844961986,0.8336286259265522,0.027679434111087104,0,3,1,0,0
positive,C4H9O4_001,C4H9O4,False,True,-0.22613036891942084,0.7976141107974936,0.04096004814828921,0,3,2,0,0
positive,C4H9O_001,C4H9O,False,True,-0.18196726844961986,0.8336286259265522,0.027679434111087104,0,3,1,0,0
positive,C4H9O_002,C4H9O,False,True,-0.18196726844961986,0.8336286259265522,0.027679434111087104,0,3,1,0,0
positive,C4H9_001,C4H9,False,True,-0.13780416797981887,0.8712692974668663,0.01657159377467415,0,3,0,0,0
positive,C5H10O2_001,C5H10O2,False,True,-0.20367722810119424,0.8157256220079435,0.03395704638435931,0,3,1,1,0
positive,C5H10O3_001,C5H10O3,False,True,-0.24374105921746278,0.7836905374328059,0.04678978359610834,0,4,1,0,1
positive,C5H10O_001,C5H10O,False,True,-0.1995779587476618,0.8190763641562748,0.032733362006912875,0,4,0,0,1
positive,C5H10O_002,C5H10O,True,True,-0.2720650915793605,0.761804672406661,0.05673701408729806,0,4,2,0,0
positive,C5H10_001,C5H10,False,True,-0.15951412763139325,0.8525579226872687,0.02173916616229343,0,3,0,1,0
positive,C5H11O2_001,C5H11O2,False,True,-0.2279019911095595,0.7962022909146202,0.04153350622844908,0,4,1,0,0
positive,C5H11O2_002,C5H11O2,False,True,-0.2279019911095595,0.7962022909146202,0.04153350622844908,0,4,1,0,0
positive,C5H11O4_001,C5H11O4,False,True,-0.2720650915793605,0.761804672406661,0.05673701408729806,0,4,2,0,0
positive,C5H11O_001,C5H11O,False,True,-0.2279019911095595,0.7962022909146202,0.04153350622844908,0,4,1,0,0
positive,C5H11_001,C5H11,False,True,-0.1837388906397585,0.8321530584145398,0.02817259579959289,0,4,0,0,0
positive,C5H12O2_001,C5H12O2,False,True,-0.2279019911095595,0.7962022909146202,0.04153350622844908,0,4,1,0,0
positive,C5H12_001,C5H12,False,True,-0.1837388906397585,0.8321530584145398,0.02817259579959289,0,4,0,0,0
positive,C5H7O_001,C5H7O,False,True,-0.17535319573929653,0.8391605804799543,0.025869318871545244,0,3,0,1,1
positive,C5H8O_001,C5H8O,False,True,-0.17535319573929653,0.8391605804799543,0.025869318871545244,0,3,0,1,1
positive,C5H9O2_001,C5H9O2,False,True,-0.24374105921746278,0.7836905374328059,0.04678978359610834,0,4,1,0,1
positive,C5H9O2_002,C5H9O2,False,True,-0.24374105921746278,0.7836905374328059,0.04678978359610834,0,4,1,0,1
positive,C5H9O3_001,C5H9O3,False,True,-0.24374105921746278,0.7836905374328059,0.04678978359610834,0,4,1,0,1
positive,C5H9O3_002,C5H9O3,False,True,-0.24374105921746278,0.7836905374328059,0.04678978359610834,0,4,1,0,1
positive,C5H9O_001,C5H9O,False,True,-0.20367722810119424,0.8157256220079435,0.03395704638435931,0,3,1,1,0
positive,C5H9O_002,C5H9O,False,True,-0.1995779587476618,0.8190763641562748,0.032733362006912875,0,4,0,0,1
positive,C5H9_001,C5H9,False,True,-0.15951412763139325,0.8525579226872687,0.02173916616229343,0,3,0,1,0
positive,C6H10O_001,C6H10O,False,True,-0.22128791839923617,0.8014858845337319,0.03940785403935481,0,4,0,1,1
positive,C6H11O_001,C6H11O,False,True,-0.24961195076113388,0.7791030547668617,0.048795460413332103,0,4,1,1,0
positive,C6H11O_002,C6H11O,False,True,-0.24551268140760144,0.7823033630237912,0.04739182575075123,0,5,0,0,1
positive,C6H11_001,C6H11,False,True,-0.2054488502913329,0.8142817437759392,0.034491270694905894,0,4,0,1,0
positive,C6H12O2_001,C6H12O2,False,True,-0.24961195076113388,0.7791030547668617,0.048795460413332103,0,4,1,1,0
positive,C6H12O3_001,C6H12O3,False,True,-0.2896757818774024,0.7485062075196613,0.06324912765614364,0,5,1,0,1
positive,C6H12O_001,C6H12O,False,True,-0.24551268140760144,0.7823033630237912,0.04739182575075123,0,5,0,0,1
positive,C6H12O_002,C6H12O,True,True,-0.3179998142393001,0.7276029235746112,0.0742001672450991,0,5,2,0,0
positive,C6H12_001,C6H12,False,True,-0.2054488502913329,0.8142817437759392,0.034491270694905894,0,4,0,1,0
positive,C6H13O2_001,C6H13O2,False,True,-0.27383671376949914,0.7604562371560684,0.05738121431742976,0,5,1,0,0
positive,C6H13O2_002,C6H13O2,False,True,-0.27383671376949914,0.7604562371560684,0.05738121431742976,0,5,1,0,0
positive,C6H13O4_001,C6H13O4,False,True,-0.3179998142393001,0.7276029235746112,0.0742001672450991,0,5,2,0,0
positive,C6H13O_001,C6H13O,False,True,-0.27383671376949914,0.7604562371560684,0.05738121431742976,0,5,1,0,0
positive,C6H13_001,C6H13,False,True,-0.22967361329969815,0.7947929700288869,0.0421099251495653,0,5,0,0,0
positive,C6H14O2_001,C6H14O2,False,True,-0.27383671376949914,0.7604562371560684,0.05738121431742976,0,5,1,0,0
positive,C6H14_001,C6H14,False,True,-0.22967361329969815,0.7947929700288869,0.0421099251495653,0,5,0,0,0
positive,C6H9O_001,C6H9O,False,True,-0.22128791839923617,0.8014858845337319,0.03940785403935481,0,4,0,1,1
positive,C7H12O_001,C7H12O,False,True,-0.2672226410591758,0.7655026201771923,0.05498902114376215,0,5,0,1,1
positive,C7H13O_001,C7H13O,False,True,-0.291447404067541,0.7471813112672948,0.06391728937252447,0,6,0,0,1
positive,C7H13_001,C7H13,False,True,-0.25138357295127256,0.7777240004489442,0.049406619976420964,0,5,0,1,0
positive,C7H14O3_001,C7H14O3,False,True,-0.335610504537342,0.7149015024868838,0.08128115328423634,0,6,1,0,1
positive,C7H14O_001,C7H14O,False,True,-0.291447404067541,0.7471813112672948,0.06391728937252447,0,6,0,0,1
positive,C7H14O_002,C7H14O,True,True,-0.3639345368992397,0.6949366859641914,0.09306362557051034,0,6,2,0,0
positive,C7H14_001,C7H14,False,True,-0.25138357295127256,0.7777240004489442,0.049406619976420964,0,5,0,1,0
positive,C7H15O2_001,C7H15O2,False,True,-0.3197714364294387,0.7263150272592962,0.07490346430407978,0,6,1,0,0
positive,C7H15O2_002,C7H15O2,False,True,-0.3197714364294387,0.7263150272592962,0.07490346430407978,0,6,1,0,0
positive,C7H15O4_001,C7H15O4,False,True,-0.3639345368992397,0.6949366859641914,0.09306362557051034,0,6,2,0,0
positive,C7H15O_001,C7H15O,False,True,-0.3197714364294387,0.7263150272592962,0.07490346430407978,0,6,1,0,0
positive,C7H15_001,C7H15,False,True,-0.27560833595963774,0.7591101887084069,0.05802790118409936,0,6,0,0,0
positive,C7H16O2_001,C7H16O2,False,True,-0.3197714364294387,0.7263150272592962,0.07490346430407978,0,6,1,0,0
positive,C7H16_001,C7H16,False,True,-0.27560833595963774,0.7591101887084069,0.05802790118409936,0,6,0,0,0
positive,C8H14O_001,C8H14O,False,True,-0.3131573637191154,0.7311348494166576,0.07228846919820336,0,6,0,1,1
positive,C8H15O_001,C8H15O,False,True,-0.3373821267274807,0.7136360883701528,0.08200428988394694,0,7,0,0,1
positive,C8H15_001,C8H15,False,True,-0.29731829561121215,0.7428075423495476,0.06614796027227975,0,6,0,1,0
positive,C8H16O3_001,C8H16O3,False,True,-0.3815452271972817,0.6828055039805117,0.1006123483050572,0,7,1,0,1
positive,C8H16O_001,C8H16O,False,True,-0.3373821267274807,0.7136360883701528,0.08200428988394694,0,7,0,0,1
positive,C8H16O_002,C8H16O,True,True,-0.40986925955917936,0.6637370217347278,0.1130727905518309,0,7,2,0,0
positive,C8H16_001,C8H16,False,True,-0.29731829561121215,0.7428075423495476,0.06614796027227975,0,6,0,1,0
positive,C8H17O2_001,C8H17O2,False,True,-0.36570615908937837,0.6937066106466907,0.09381564036153793,0,7,1,0,0
positive,C8H17O2_002,C8H17O2,False,True,-0.36570615908937837,0.6937066106466907,0.09381564036153793,0,7,1,0,0
positive,C8H17O4_001,C8H17O4,False,True,-0.40986925955917936,0.6637370217347278,0.1130727905518309,0,7,2,0,0
positive,C8H17O_001,C8H17O,False,True,-0.36570615908937837,0.6937066106466907,0.09381564036153793,0,7,1,0,0
positive,C8H17_001,C8H17,False,True,-0.3215430586195774,0.7250294105897402,0.07560882504062566,0,7,0,0,0
positive,C8H18O2_001,C8H18O2,False,True,-0.36570615908937837,0.6937066106466907,0.09381564036153793,0,7,1,0,0
positive,C8H18_001,C8H18,False,True,-0.3215430586195774,0.7250294105897402,0.07560882504062566,0,7,0,0,0
positive,C9H16O_001,C9H16O,False,True,-0.3590920863790551,0.6983100435473145,0.09101682982442326,0,7,0,1,1
positive,C9H17O_001,C9H17O,False,True,-0.3833168493874203,0.6815969015077055,0.10138053312949381,0,8,0,0,1
positive,C9H17_001,C9H17,False,True,-0.3432530182711518,0.7094586828397574,0.08441425697720865,0,7,0,1,0
